Complaint_ID,User_Name,Location,Input_Type,Complaint_Text,Category,Severity,Status,Date,Accuracy
CMP804353,User_59814,Thanjavur,Mobile App,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Low,Resolved,2025-03-31,0.95
CMP804354,User_21619,Thanjavur,Mobile App,Requesting the installation of new street lights in the dark alleys of the colony.,Road & Infrastructure Issues,Low,Open,2025-08-24,0.95
CMP804355,User_63996,Madurai,Mobile App,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,Low,Open,2025-07-29,0.95
CMP804356,User_48289,Vellore,Web Portal,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,High,In Progress,2025-10-01,0.95
CMP804357,User_32343,Erode,Web Portal,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Medium,Resolved,2025-08-21,0.95
CMP804358,User_62046,Madurai,Mobile App,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,Medium,In Progress,2025-09-17,0.95
CMP804359,User_34928,Coimbatore,Web Portal,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,Low,In Progress,2025-11-19,0.95
CMP804360,User_68335,Vellore,Mobile App,The cooling system in the hospital mortuary is not working properly.,Health & Medical Issues,Low,Resolved,2025-05-02,0.95
CMP804361,User_34645,Kanchipuram,Call Center,Monkeys have entered our residential area and are damaging roof tiles and tanks.,Animal & Wildlife Issues,Medium,Resolved,2026-01-05,0.95
CMP804362,User_37542,Vellore,Mobile App,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,Low,Resolved,2025-07-08,0.95
CMP804363,User_90742,Erode,Web Portal,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,High,Resolved,2025-09-20,0.95
CMP804364,User_94347,Chennai,Call Center,There has been a total power failure in the entire street for the last five hours.,Electricity Issues,High,Open,2025-04-19,0.95
CMP804365,User_67247,Kanchipuram,Web Portal,"Heavy vehicles are entering the narrow residential street, damaging the road surface.",Road & Infrastructure Issues,High,Open,2026-02-26,0.95
CMP804366,User_15899,Tirunelveli,Web Portal,There is no separate toilet facility for girl students in the middle school.,Education & School Issues,Low,Resolved,2026-02-18,0.95
CMP804367,User_29936,Kanchipuram,Mobile App,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,High,Open,2025-07-14,0.95
CMP804368,User_63538,Salem,Call Center,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,Low,In Progress,2026-02-25,0.95
CMP804369,User_47964,Coimbatore,Mobile App,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,High,Open,2025-11-03,0.95
CMP804370,User_56276,Coimbatore,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,Medium,In Progress,2025-03-14,0.95
CMP804371,User_90632,Thanjavur,Call Center,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,Medium,Open,2025-09-15,0.95
CMP804372,User_86032,Salem,Mobile App,Mosquitoes are breeding heavily in the stagnant sewage water near our apartment.,Garbage & Sanitation Issues,High,Resolved,2025-05-17,0.95
CMP804373,User_12244,Coimbatore,Mobile App,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,Medium,Resolved,2025-08-23,0.95
CMP804374,User_32516,Kanchipuram,Call Center,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,High,In Progress,2025-10-02,0.95
CMP804375,User_51741,Vellore,Call Center,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Medium,Open,2025-06-21,0.95
CMP804376,User_95557,Kanchipuram,Call Center,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,Low,Open,2026-02-13,0.95
CMP804377,User_56894,Trichy,Web Portal,The science laboratory lacks basic equipment for conducting practical exams.,Education & School Issues,Medium,Open,2026-01-05,0.95
CMP804378,User_49885,Madurai,Mobile App,Stagnant water on the road after rain is making the street impassable.,Road & Infrastructure Issues,High,Resolved,2025-12-17,0.95
CMP804379,User_20427,Vellore,Call Center,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,High,Resolved,2025-12-05,0.95
CMP804380,User_59708,Chennai,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Low,Open,2025-12-08,0.95
CMP804381,User_52141,Kanchipuram,Web Portal,Illegal parking of heavy trucks is causing massive traffic jams during peak hours.,Public Safety & Law Issues,Low,Resolved,2025-12-29,0.95
CMP804382,User_23837,Thanjavur,Web Portal,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,High,In Progress,2025-03-26,0.95
CMP804383,User_17172,Vellore,Call Center,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Medium,Open,2025-05-02,0.95
CMP804384,User_45881,Salem,Web Portal,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Low,Open,2025-07-26,0.95
CMP804385,User_75252,Tirunelveli,Web Portal,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,Medium,Open,2025-04-26,0.95
CMP804386,User_58600,Salem,Web Portal,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Medium,In Progress,2025-05-12,0.95
CMP804387,User_11393,Coimbatore,Call Center,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,High,In Progress,2025-03-25,0.95
CMP804388,User_46054,Vellore,Mobile App,Food provided to the patients in the general ward is of very poor quality.,Health & Medical Issues,Medium,Open,2025-10-21,0.95
CMP804389,User_46888,Madurai,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,High,Resolved,2025-04-28,0.95
CMP804390,User_51125,Salem,Web Portal,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Low,In Progress,2025-11-16,0.95
CMP804391,User_84876,Tirunelveli,Mobile App,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,Medium,In Progress,2025-12-05,0.95
CMP804392,User_32842,Trichy,Mobile App,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,High,In Progress,2025-07-30,0.95
CMP804393,User_38317,Madurai,Mobile App,Doctors at the government clinic are referring patients to private pharmacies for profit.,Health & Medical Issues,Medium,Open,2025-10-22,0.95
CMP804394,User_79065,Tirunelveli,Web Portal,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,Medium,Resolved,2025-06-01,0.95
CMP804395,User_53992,Madurai,Mobile App,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,Low,In Progress,2025-06-05,0.95
CMP804396,User_35348,Vellore,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Medium,Resolved,2025-08-04,0.95
CMP804397,User_12663,Salem,Call Center,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,High,In Progress,2025-06-26,0.95
CMP804398,User_74742,Thanjavur,Mobile App,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,High,Open,2025-10-31,0.95
CMP804399,User_61987,Chennai,Web Portal,Food provided to the patients in the general ward is of very poor quality.,Health & Medical Issues,Low,Resolved,2025-10-20,0.95
CMP804400,User_85395,Tirunelveli,Call Center,The birth certificate issued to me contains several spelling errors in the name.,Government Service Delivery Issues,Medium,Resolved,2025-09-15,0.95
CMP804401,User_26086,Tirunelveli,Call Center,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,Low,In Progress,2025-08-11,0.95
CMP804402,User_69525,Trichy,Call Center,"Pigs are roaming in the garbage heaps near the residential colony, spreading disease.",Animal & Wildlife Issues,Low,Resolved,2025-03-02,0.95
CMP804403,User_43283,Trichy,Mobile App,"Heavy vehicles are entering the narrow residential street, damaging the road surface.",Road & Infrastructure Issues,High,In Progress,2025-07-13,0.95
CMP804404,User_37012,Salem,Call Center,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,Medium,Resolved,2025-07-11,0.95
CMP804405,User_93884,Madurai,Call Center,I am not being provided with a receipt for the fees paid at the municipal office.,Government Service Delivery Issues,High,Resolved,2026-02-09,0.95
CMP804406,User_58948,Coimbatore,Web Portal,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,High,In Progress,2025-09-02,0.95
CMP804407,User_98571,Thanjavur,Web Portal,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,Medium,Resolved,2026-02-11,0.95
CMP804408,User_75408,Trichy,Call Center,Monkeys have entered our residential area and are damaging roof tiles and tanks.,Animal & Wildlife Issues,High,Resolved,2025-05-12,0.95
CMP804409,User_35179,Coimbatore,Mobile App,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,Low,In Progress,2025-02-28,0.95
CMP804410,User_84744,Coimbatore,Call Center,Mosquitoes are breeding heavily in the stagnant sewage water near our apartment.,Garbage & Sanitation Issues,Medium,Open,2025-04-07,0.95
CMP804411,User_56874,Erode,Mobile App,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Medium,Resolved,2025-03-21,0.95
CMP804412,User_62300,Erode,Mobile App,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,Low,Open,2025-03-01,0.95
CMP804413,User_74461,Vellore,Call Center,Illegal parking of heavy trucks is causing massive traffic jams during peak hours.,Public Safety & Law Issues,High,Open,2025-10-12,0.95
CMP804414,User_67568,Chennai,Call Center,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,High,In Progress,2025-09-25,0.95
CMP804415,User_62049,Vellore,Mobile App,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,Medium,Open,2025-08-25,0.95
CMP804416,User_41676,Kanchipuram,Call Center,There is no separate toilet facility for girl students in the middle school.,Education & School Issues,High,Open,2026-01-10,0.95
CMP804417,User_53232,Madurai,Mobile App,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,High,In Progress,2025-06-13,0.95
CMP804418,User_80010,Chennai,Call Center,The online portal for paying property tax is frequently crashing and not working.,Government Service Delivery Issues,Medium,Resolved,2025-11-29,0.95
CMP804419,User_62286,Vellore,Call Center,There is a continuous leak in the public water tap located near the community park.,Water Supply Issues,Medium,Open,2025-04-16,0.95
CMP804420,User_69025,Kanchipuram,Call Center,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,High,Resolved,2025-09-19,0.95
CMP804421,User_95237,Erode,Web Portal,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,Low,Resolved,2025-05-30,0.95
CMP804422,User_65709,Chennai,Web Portal,There is no separate toilet facility for girl students in the middle school.,Education & School Issues,High,Open,2026-01-07,0.95
CMP804423,User_72581,Chennai,Call Center,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,High,Resolved,2026-01-04,0.95
CMP804424,User_98604,Vellore,Web Portal,Loud music is being played at a nearby function hall well past midnight.,Public Safety & Law Issues,Medium,In Progress,2025-12-03,0.95
CMP804425,User_55904,Vellore,Call Center,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,High,Open,2025-12-25,0.95
CMP804426,User_87616,Kanchipuram,Mobile App,Loud music is being played at a nearby function hall well past midnight.,Public Safety & Law Issues,High,Resolved,2026-01-23,0.95
CMP804427,User_20431,Salem,Call Center,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,High,In Progress,2026-02-19,0.95
CMP804428,User_78486,Vellore,Web Portal,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,Medium,Resolved,2025-11-18,0.95
CMP804429,User_22507,Erode,Call Center,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,Medium,In Progress,2025-11-30,0.95
CMP804430,User_85278,Vellore,Call Center,Doctors at the government clinic are referring patients to private pharmacies for profit.,Health & Medical Issues,Medium,In Progress,2026-01-18,0.95
CMP804431,User_23477,Vellore,Mobile App,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Medium,In Progress,2025-06-10,0.95
CMP804432,User_92438,Salem,Call Center,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,High,Open,2025-12-12,0.95
CMP804433,User_91160,Tirunelveli,Mobile App,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,Low,Resolved,2025-08-04,0.95
CMP804434,User_10858,Salem,Mobile App,The speed breaker near the hospital is not painted and is invisible at night.,Road & Infrastructure Issues,Low,In Progress,2025-05-03,0.95
CMP804435,User_97279,Vellore,Call Center,The local shelter for stray animals is overcrowded and in a pathetic condition.,Animal & Wildlife Issues,High,Open,2025-06-29,0.95
CMP804436,User_23865,Trichy,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Low,Open,2025-08-17,0.95
CMP804437,User_53807,Madurai,Call Center,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,Medium,In Progress,2025-04-10,0.95
CMP804438,User_80336,Tirunelveli,Web Portal,The science laboratory lacks basic equipment for conducting practical exams.,Education & School Issues,High,Open,2025-04-23,0.95
CMP804439,User_34118,Chennai,Call Center,The staff at the Taluk office are demanding a bribe to process my house patta.,Government Service Delivery Issues,Low,Resolved,2025-09-05,0.95
CMP804440,User_72324,Kanchipuram,Mobile App,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,Medium,In Progress,2025-11-23,0.95
CMP804441,User_43968,Erode,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,Low,Open,2026-01-26,0.95
CMP804442,User_33573,Erode,Web Portal,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,Low,In Progress,2025-06-28,0.95
CMP804443,User_51230,Trichy,Mobile App,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,Low,Open,2025-06-05,0.95
CMP804444,User_67167,Thanjavur,Web Portal,Requesting a public hearing regarding the new commercial project in our area.,General Administrative Department,Medium,Open,2025-03-30,0.95
CMP804445,User_47715,Tirunelveli,Mobile App,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,High,Open,2025-05-29,0.95
CMP804446,User_64733,Tirunelveli,Call Center,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,In Progress,2026-01-26,0.95
CMP804447,User_97966,Tirunelveli,Call Center,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Medium,In Progress,2025-10-23,0.95
CMP804448,User_77725,Tirunelveli,Mobile App,"Pigs are roaming in the garbage heaps near the residential colony, spreading disease.",Animal & Wildlife Issues,Low,Open,2025-05-02,0.95
CMP804449,User_33417,Trichy,Call Center,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,Medium,Resolved,2026-02-26,0.95
CMP804450,User_25942,Erode,Web Portal,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,Low,Open,2025-03-05,0.95
CMP804451,User_20163,Trichy,Web Portal,"The main road is filled with deep potholes, causing frequent two-wheeler accidents.",Road & Infrastructure Issues,Medium,Open,2025-09-19,0.95
CMP804452,User_89996,Salem,Mobile App,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,High,Open,2025-12-06,0.95
CMP804453,User_42008,Chennai,Mobile App,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Low,Resolved,2025-11-22,0.95
CMP804454,User_71161,Erode,Web Portal,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,High,Resolved,2025-05-22,0.95
CMP804455,User_97957,Madurai,Mobile App,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,High,In Progress,2025-07-06,0.95
CMP804456,User_67070,Thanjavur,Mobile App,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,High,In Progress,2025-10-15,0.95
CMP804457,User_15652,Vellore,Web Portal,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,Open,2025-10-29,0.95
CMP804458,User_58436,Kanchipuram,Web Portal,"A major pipeline burst has occurred near the main junction, causing heavy water wastage.",Water Supply Issues,Low,Open,2025-09-03,0.95
CMP804459,User_68911,Salem,Mobile App,There is a dispute regarding the boundary wall between two private properties.,General Administrative Department,Medium,Resolved,2025-04-10,0.95
CMP804460,User_81273,Madurai,Web Portal,The drainage covers on the side of the road are broken and dangerous for children.,Road & Infrastructure Issues,Low,In Progress,2025-06-17,0.95
CMP804461,User_22227,Madurai,Call Center,Requesting a public hearing regarding the new commercial project in our area.,General Administrative Department,Medium,Resolved,2025-09-02,0.95
CMP804462,User_32008,Madurai,Mobile App,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,High,Resolved,2025-09-28,0.95
CMP804463,User_21875,Chennai,Call Center,Illegal dumping of construction debris is blocking the flow of the rainwater drain.,Garbage & Sanitation Issues,Low,Resolved,2026-02-26,0.95
CMP804464,User_57261,Thanjavur,Mobile App,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,Medium,In Progress,2026-01-13,0.95
CMP804465,User_27468,Coimbatore,Call Center,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,High,Resolved,2025-10-01,0.95
CMP804466,User_67923,Trichy,Mobile App,Requesting a public hearing regarding the new commercial project in our area.,General Administrative Department,Low,In Progress,2025-05-28,0.95
CMP804467,User_80519,Coimbatore,Call Center,"Street dogs are chasing bikers at night, leading to serious road accidents.",Public Safety & Law Issues,Low,Resolved,2025-10-16,0.95
CMP804468,User_90819,Coimbatore,Call Center,The fans and lights in the classrooms are not working for the last two months.,Education & School Issues,High,In Progress,2025-07-14,0.95
CMP804469,User_53772,Madurai,Call Center,There is a conflict regarding the ownership of the common land used for festivals.,General Administrative Department,Low,Open,2025-11-12,0.95
CMP804470,User_57083,Thanjavur,Web Portal,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Low,In Progress,2025-12-14,0.95
CMP804471,User_99945,Erode,Call Center,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,Low,In Progress,2025-04-27,0.95
CMP804472,User_94703,Coimbatore,Mobile App,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,Low,In Progress,2025-05-11,0.95
CMP804473,User_20231,Tirunelveli,Call Center,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Low,Resolved,2025-09-12,0.95
CMP804474,User_53437,Trichy,Web Portal,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,Low,In Progress,2025-04-10,0.95
CMP804475,User_18422,Thanjavur,Call Center,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,Medium,Open,2025-11-18,0.95
CMP804476,User_34377,Vellore,Call Center,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,High,Resolved,2025-05-18,0.95
CMP804477,User_58108,Tirunelveli,Web Portal,The online portal for paying property tax is frequently crashing and not working.,Government Service Delivery Issues,High,In Progress,2025-11-26,0.95
CMP804478,User_12982,Salem,Mobile App,Incidents of chain snatching have increased near the public park in the evenings.,Public Safety & Law Issues,Medium,In Progress,2025-06-12,0.95
CMP804479,User_14841,Kanchipuram,Mobile App,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,High,In Progress,2025-08-29,0.95
CMP804480,User_40542,Chennai,Mobile App,Requesting a free vaccination camp for the children in our low-income neighborhood.,Health & Medical Issues,Medium,In Progress,2025-07-22,0.95
CMP804481,User_66011,Chennai,Call Center,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,Low,In Progress,2025-04-17,0.95
CMP804482,User_54619,Thanjavur,Mobile App,The science laboratory lacks basic equipment for conducting practical exams.,Education & School Issues,High,Resolved,2025-04-14,0.95
CMP804483,User_13633,Salem,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,High,In Progress,2025-11-19,0.95
CMP804484,User_20000,Erode,Mobile App,The staff at the Taluk office are demanding a bribe to process my house patta.,Government Service Delivery Issues,Medium,In Progress,2026-02-09,0.95
CMP804485,User_48363,Madurai,Mobile App,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Medium,Resolved,2025-12-14,0.95
CMP804486,User_52650,Kanchipuram,Mobile App,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,Medium,Resolved,2026-01-08,0.95
CMP804487,User_29101,Coimbatore,Web Portal,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Low,Open,2025-06-25,0.95
CMP804488,User_10363,Vellore,Web Portal,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,Low,In Progress,2025-12-28,0.95
CMP804489,User_13014,Tirunelveli,Mobile App,There is a conflict regarding the ownership of the common land used for festivals.,General Administrative Department,High,Resolved,2025-05-11,0.95
CMP804490,User_12118,Coimbatore,Web Portal,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,High,Resolved,2025-08-07,0.95
CMP804491,User_30778,Coimbatore,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,High,Open,2025-04-23,0.95
CMP804492,User_58323,Vellore,Web Portal,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Medium,In Progress,2025-03-12,0.95
CMP804493,User_66137,Kanchipuram,Call Center,"The main road is filled with deep potholes, causing frequent two-wheeler accidents.",Road & Infrastructure Issues,High,In Progress,2025-11-08,0.95
CMP804494,User_85483,Chennai,Mobile App,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,Low,Resolved,2025-09-08,0.95
CMP804495,User_70309,Trichy,Call Center,Unmarked road cuttings for cable work have not been filled back properly.,Road & Infrastructure Issues,Medium,Open,2025-12-06,0.95
CMP804496,User_86346,Chennai,Call Center,There has been a total power failure in the entire street for the last five hours.,Electricity Issues,Medium,In Progress,2025-04-22,0.95
CMP804497,User_95492,Trichy,Call Center,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Low,In Progress,2025-06-07,0.95
CMP804498,User_29695,Tirunelveli,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,High,In Progress,2025-03-19,0.95
CMP804499,User_90493,Kanchipuram,Web Portal,There is no clean drinking water facility for the students in the school building.,Education & School Issues,Medium,In Progress,2025-05-12,0.95
CMP804500,User_40493,Tirunelveli,Call Center,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,High,In Progress,2025-03-21,0.95
CMP804501,User_76241,Madurai,Mobile App,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,Medium,In Progress,2025-03-02,0.95
CMP804502,User_90457,Kanchipuram,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,In Progress,2025-08-11,0.95
CMP804503,User_84054,Erode,Mobile App,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,Low,Open,2025-12-04,0.95
CMP804504,User_17814,Trichy,Call Center,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,High,Open,2025-12-12,0.95
CMP804505,User_54756,Trichy,Call Center,The drainage covers on the side of the road are broken and dangerous for children.,Road & Infrastructure Issues,High,In Progress,2025-04-13,0.95
CMP804506,User_59078,Coimbatore,Call Center,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,Low,In Progress,2025-09-13,0.95
CMP804507,User_99343,Salem,Call Center,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,Low,Open,2025-05-01,0.95
CMP804508,User_43975,Coimbatore,Web Portal,Requesting a public hearing regarding the new commercial project in our area.,General Administrative Department,Medium,Open,2026-01-19,0.95
CMP804509,User_14607,Salem,Web Portal,High voltage fluctuations have damaged several electronic appliances in our house.,Electricity Issues,High,Open,2025-09-25,0.95
CMP804510,User_82807,Coimbatore,Web Portal,Requesting regular police patrolling during the night to prevent house burglaries.,Public Safety & Law Issues,High,In Progress,2025-04-25,0.95
CMP804511,User_44675,Vellore,Web Portal,The local shelter for stray animals is overcrowded and in a pathetic condition.,Animal & Wildlife Issues,Medium,Resolved,2025-08-29,0.95
CMP804512,User_95091,Thanjavur,Mobile App,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Medium,Resolved,2025-11-12,0.95
CMP804513,User_19140,Erode,Mobile App,A neighborhood shop is causing noise pollution by using a generator all day.,General Administrative Department,Medium,Open,2026-02-22,0.95
CMP804514,User_38894,Tirunelveli,Call Center,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,Resolved,2025-04-02,0.95
CMP804515,User_90528,Vellore,Web Portal,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Low,In Progress,2025-10-15,0.95
CMP804516,User_67083,Thanjavur,Call Center,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,High,In Progress,2026-01-30,0.95
CMP804517,User_95150,Kanchipuram,Mobile App,"The main road is filled with deep potholes, causing frequent two-wheeler accidents.",Road & Infrastructure Issues,High,Resolved,2025-03-22,0.95
CMP804518,User_38006,Madurai,Call Center,Requesting a free vaccination camp for the children in our low-income neighborhood.,Health & Medical Issues,High,Resolved,2025-06-02,0.95
CMP804519,User_13312,Thanjavur,Call Center,A neighborhood shop is causing noise pollution by using a generator all day.,General Administrative Department,Low,In Progress,2025-03-18,0.95
CMP804520,User_31171,Coimbatore,Mobile App,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,Medium,Resolved,2025-07-07,0.95
CMP804521,User_40804,Chennai,Call Center,There is a conflict regarding the ownership of the common land used for festivals.,General Administrative Department,High,In Progress,2025-12-13,0.95
CMP804522,User_60112,Kanchipuram,Mobile App,There is a severe shortage of doctors and nurses at the primary health center.,Health & Medical Issues,Low,In Progress,2025-10-14,0.95
CMP804523,User_26526,Salem,Call Center,Unmarked road cuttings for cable work have not been filled back properly.,Road & Infrastructure Issues,Low,In Progress,2025-03-24,0.95
CMP804524,User_27301,Erode,Mobile App,Requesting a free vaccination camp for the children in our low-income neighborhood.,Health & Medical Issues,Low,Resolved,2025-11-16,0.95
CMP804525,User_94030,Vellore,Web Portal,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,Resolved,2025-12-26,0.95
CMP804526,User_60187,Trichy,Mobile App,Stagnant water on the road after rain is making the street impassable.,Road & Infrastructure Issues,Medium,Open,2025-07-17,0.95
CMP804527,User_18145,Kanchipuram,Mobile App,Loud music is being played at a nearby function hall well past midnight.,Public Safety & Law Issues,Low,Open,2025-03-05,0.95
CMP804528,User_76405,Tirunelveli,Mobile App,The local cemetery is overgrown with weeds and lacks proper fencing.,General Administrative Department,Low,Resolved,2025-12-13,0.95
CMP804529,User_94474,Trichy,Mobile App,"An open drainage line is blocked, causing sewage water to overflow onto the road.",Garbage & Sanitation Issues,Low,Resolved,2025-05-18,0.95
CMP804530,User_14070,Salem,Mobile App,"Heavy vehicles are entering the narrow residential street, damaging the road surface.",Road & Infrastructure Issues,Medium,In Progress,2025-12-08,0.95
CMP804531,User_33163,Trichy,Call Center,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,High,Resolved,2025-04-20,0.95
CMP804532,User_64296,Vellore,Call Center,There is no clean drinking water facility for the students in the school building.,Education & School Issues,Medium,In Progress,2025-08-19,0.95
CMP804533,User_69048,Thanjavur,Mobile App,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,High,In Progress,2025-08-12,0.95
